ChannelID,ChannelName,ChannelGroup,Tvg-id,Tvg-name,Logo,ChannelURL_igmp,ChannelURL_rtsp,TimeShift,TimeShiftLength,BackTime,Index,Resolution
134307256,新疆卫视高清,卫视高清,新疆卫视高清,新疆卫视高清,新疆卫视.png,233.50.202.46:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229459/134307257.smil,0,0,0,425.0,1920x1080
110077576,凤凰中文高清,卫视高清,凤凰中文高清,凤凰中文高清,凤凰中文.png,233.50.202.35:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229422/110077577.smil,0,0,0,426.0,1920x1080
110077526,凤凰资讯高清,卫视高清,凤凰资讯高清,凤凰资讯高清,凤凰资讯.png,233.50.202.36:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229423/110077527.smil,0,0,0,427.0,1920x1080
110036416,卡酷少儿高清,卫视高清,卡酷少儿高清,卡酷少儿高清,卡酷少儿.png,233.50.202.33:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229420/110036417.smil,0,0,0,428.0,1920x1080
2834,浙江卫视,卫视标清,浙江卫视,浙江卫视,浙江卫视.png,233.50.201.27:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227817/10000100000000060000000000304248_0.smil,1,7200,3,501.0,720x576
2804,深圳卫视,卫视标清,深圳卫视,深圳卫视,深圳卫视.png,233.50.201.45:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227772/10000100000000060000000000304160_0.smil,1,7200,3,502.0,720x576
2817,广东卫视,卫视标清,广东卫视,广东卫视,广东卫视.png,233.50.201.56:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227821/10000100000000060000000000304214_0.smil,1,7200,3,503.0,720x576
2788,湖南卫视,卫视标清,湖南卫视,湖南卫视,湖南卫视.png,233.50.201.52:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227791/10000100000000060000000000304141_0.smil,1,7200,3,504.0,720x576
2813,天津卫视,卫视标清,天津卫视,天津卫视,天津卫视.png,233.50.201.47:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227805/10000100000000060000000000304190_0.smil,1,7200,3,505.0,720x576
2823,山东卫视,卫视标清,山东卫视,山东卫视,山东卫视.png,233.50.201.64:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227820/10000100000000060000000000304230_0.smil,1,7200,3,506.0,720x576
2825,江苏卫视,卫视标清,江苏卫视,江苏卫视,江苏卫视.png,233.50.201.41:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227797/10000100000000060000000000304232_0.smil,1,7200,3,507.0,720x576
2828,北京卫视,卫视标清,北京卫视,北京卫视,北京卫视.png,233.50.201.40:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227813/10000100000000060000000000304237_0.smil,1,7200,3,508.0,720x576
2838,四川卫视,卫视标清,四川卫视,四川卫视,四川卫视.png,233.50.201.61:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227822/10000100000000060000000000304252_0.smil,1,7200,3,509.0,720x576
2833,河北卫视,卫视标清,河北卫视,河北卫视,河北卫视.png,233.50.201.50:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227812/10000100000000060000000000304244_0.smil,0,0,0,510.0,720x576
2837,辽宁卫视,卫视标清,辽宁卫视,辽宁卫视,辽宁卫视.png,233.50.201.60:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227841/10000100000000060000000000304251_0.smil,1,7200,3,511.0,720x576
2839,贵州卫视,卫视标清,贵州卫视,贵州卫视,贵州卫视.png,233.50.201.69:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227828/10000100000000060000000000304253_0.smil,1,7200,3,512.0,720x576
2824,重庆卫视,卫视标清,重庆卫视,重庆卫视,重庆卫视.png,233.50.201.66:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227836/10000100000000060000000000304231_0.smil,1,7200,3,513.0,720x576
2831,河南卫视,卫视标清,河南卫视,河南卫视,河南卫视.png,233.50.201.44:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227835/10000100000000060000000000304242_0.smil,1,7200,3,514.0,720x576
2830,江西卫视,卫视标清,江西卫视,江西卫视,江西卫视.png,233.50.201.53:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227807/10000100000000060000000000304239_0.smil,1,7200,3,515.0,720x576
2821,东南卫视,卫视标清,东南卫视,东南卫视,东南卫视.png,233.50.201.58:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227831/10000100000000060000000000304227_0.smil,1,7200,3,516.0,720x576
2793,安徽卫视,卫视标清,安徽卫视,安徽卫视,安徽卫视.png,233.50.201.62:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227783/10000100000000060000000000304148_0.smil,1,7200,3,517.0,720x576
2835,湖北卫视,卫视标清,湖北卫视,湖北卫视,湖北卫视.png,233.50.201.43:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227823/10000100000000060000000000304249_0.smil,1,7200,3,518.0,720x576
2826,黑龙江卫视,卫视标清,黑龙江卫视,黑龙江卫视,黑龙江卫视.png,233.50.201.42:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227825/10000100000000060000000000304234_0.smil,0,0,0,519.0,720x576
2797,东方卫视,卫视标清,东方卫视,东方卫视,东方卫视.png,233.50.201.68:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227788/10000100000000060000000000304153_0.smil,1,7200,3,520.0,720x576
5376064,甘肃卫视,卫视标清,甘肃卫视,甘肃卫视,甘肃卫视.png,233.50.201.149:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229052/10000100000000060000000004969230_0.smil,0,0,0,521.0,720x576
2815,海南卫视,卫视标清,海南卫视,海南卫视,海南卫视.png,233.50.201.55:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227803/10000100000000060000000000304212_0.smil,0,0,0,522.0,720x576
2836,广西卫视,卫视标清,广西卫视,广西卫视,广西卫视.png,233.50.201.49:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227840/10000100000000060000000000304250_0.smil,0,0,0,523.0,720x576
2829,云南卫视,卫视标清,云南卫视,云南卫视,云南卫视.png,233.50.201.46:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227830/10000100000000060000000000304238_0.smil,0,0,0,524.0,720x576
2827,吉林卫视,卫视标清,吉林卫视,吉林卫视,吉林卫视.png,233.50.201.48:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227802/10000100000000060000000000304236_0.smil,0,0,0,525.0,720x576
5376065,内蒙古卫视,卫视标清,内蒙古卫视,内蒙古卫视,内蒙古卫视.png,233.50.201.148:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229147/10000100000000060000000004969231_0.smil,0,0,0,526.0,720x576
2784,青海卫视,卫视标清,青海卫视,青海卫视,青海卫视.png,233.50.201.65:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227765/10000100000000060000000000304132_0.smil,0,0,0,527.0,720x576
3824,西藏卫视,卫视标清,西藏卫视,西藏卫视,西藏卫视.png,233.50.201.70:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221228005/10000100000000060000000000793620_0.smil,0,0,0,528.0,720x576
2818,陕西卫视,卫视标清,陕西卫视,陕西卫视,陕西卫视.png,233.50.201.59:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227826/10000100000000060000000000304223_0.smil,0,0,0,529.0,720x576
3805,兵团卫视,卫视标清,兵团卫视,兵团卫视,兵团卫视.png,233.50.201.72:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221228006/10000100000000060000000000789241_0.smil,0,0,0,530.0,720x576
2816,山西卫视,卫视标清,山西卫视,山西卫视,山西卫视.png,233.50.201.51:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227787/10000100000000060000000000304213_0.smil,1,7200,3,531.0,720x576
2847,宁夏卫视,卫视标清,宁夏卫视,宁夏卫视,宁夏卫视.png,233.50.201.57:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227855/10000100000000060000000000304710_0.smil,0,0,0,532.0,720x576
3806,中国教育1台,卫视标清,中国教育1台,中国教育1台,CETV1.png,233.50.201.75:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221227968/10000100000000060000000000789246_0.smil,0,0,0,533.0,720x576
5376326,中国教育4台,卫视标清,中国教育4台,中国教育4台,CETV4.png,233.50.201.172:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229128/10000100000000060000000005781889_0.smil,1,14400,3,534.0,720x576
59229691,金鹰卡通,卫视标清,金鹰卡通,金鹰卡通,金鹰卡通.png,233.50.201.73:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229202/59229692.smil,1,14400,3,537.0,720x576
4784,CGTN,国际,CGTN,CGTN,CGTN.png,233.50.201.126:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221228108/10000100000000060000000002707382_0.smil,1,3600,3,601.0,720x576
54864296,CGTN西班牙语,国际,CGTN西班牙语,CGTN西班牙语,CGTN西班牙语.png,233.50.201.36:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229180/54864297.smil,0,0,0,602.0,720x576
54864337,CGTN法语,国际,CGTN法语,CGTN法语,CGTN法语.png,233.50.201.37:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229271/54864338.smil,0,0,0,603.0,720x576
54864305,CGTN阿拉伯语,国际,CGTN阿拉伯语,CGTN阿拉伯语,CGTN阿拉伯语.png,233.50.201.38:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229158/54864306.smil,0,0,0,604.0,720x576
54864351,CGTN俄罗斯语,国际,CGTN俄罗斯语,CGTN俄罗斯语,CGTN俄罗斯语.png,233.50.201.39:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229162/54864352.smil,0,0,0,605.0,720x576
5375944,浙江钱江都市高清,地方高清,浙江钱江都市高清,浙江钱江都市高清,钱江频道.png,233.50.201.132:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229041/10000100000000060000000004799139_0.smil,1,14400,7,701.0,1920x1080
5375950,浙江经济生活高清,地方高清,浙江经济生活高清,浙江经济生活高清,浙江经济生活.png,233.50.201.133:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229115/10000100000000060000000004799165_0.smil,1,14400,7,702.0,1920x1080
5375949,浙江教科影视高清,地方高清,浙江教科影视高清,浙江教科影视高清,浙江教科影视.png,233.50.201.134:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229111/10000100000000060000000004799164_0.smil,1,14400,7,703.0,1920x1080
5375947,浙江民生休闲高清,地方高清,浙江民生休闲高清,浙江民生休闲高清,浙江民生休闲.png,233.50.201.136:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229045/10000100000000060000000004799162_0.smil,1,14400,7,704.0,1920x1080
5375946,浙江公共新闻高清,地方高清,浙江公共新闻高清,浙江公共新闻高清,浙江公共新闻.png,233.50.201.137:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229034/10000100000000060000000004799161_0.smil,1,14400,7,705.0,1920x1080
5375945,浙江少儿高清,地方高清,浙江少儿高清,浙江少儿高清,浙江少儿.png,233.50.201.138:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229030/10000100000000060000000004799160_0.smil,1,14400,7,706.0,1920x1080
92749536,之江纪录高清,地方高清,之江纪录高清,之江纪录高清,之江纪录.png,233.50.202.25:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229409/92749537.smil,1,14400,7,707.0,1920x1080
52579602,杭州1综合高清,地方高清,杭州1综合高清,杭州1综合高清,杭州综合.png,233.50.201.173:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229189/52579603.smil,1,7200,3,708.0,1920x1080
52579495,杭州2明珠高清,地方高清,杭州2明珠高清,杭州2明珠高清,杭州明珠.png,233.50.201.174:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229152/52579496.smil,1,7200,3,709.0,1920x1080
52579499,杭州3生活高清,地方高清,杭州3生活高清,杭州3生活高清,杭州生活.png,233.50.201.175:5140,rtsp://115.233.41.137/PLTV/88888913/224/3221229156/52579500.smil,1,7200,3,710.0,1920x1080
